sample	num_consensus_snps	number_N_calls
ERR2791559	992	157757
ERR2791560	998	182868
ERR2791561	992	167752
ERR2791562	1010	149751
ERR2791563	1012	151667
ERR2791564	985	157395
ERR2791565	1006	157398
ERR2791566	1009	175983
ERR294178	1136	110648
ERR294179	1095	114686
ERR294180	1086	90076
ERR294181	1061	114836
ERR294182	1042	140694
ERR294183	1101	95017
ERR294184	1157	98834
ERR294185	1130	93479
ERR294186	1109	95511
ERR294187	1136	101541
ERR294188	1104	78823
ERR294189	1116	104778
ERR294190	1168	109118
ERR294191	1121	115136
ERR294192	1095	93472
ERR294193	1118	96775
ERR294194	1042	109693
ERR294195	1129	98130
ERR294196	1114	107121
ERR294197	1127	99635
ERR294198	1144	118068
ERR294199	1045	109721
ERR294200	1104	115045
ERR294201	1166	102361
ERR294202	1160	99365
ERR294203	1061	99881
ERR294204	1161	100257
ERR294205	1031	95095
ERR294206	1129	120685
ERR294207	1142	97797
ERR294208	1052	136466
ERR294209	1077	95225
ERR294210	1147	109282
ERR294211	1134	117189
ERR294212	1109	104151
ERR294213	1077	143745
ERR294214	1048	138212
ERR294215	1044	103889
ERR294216	1061	100431
ERR294217	1114	93114
ERR294218	1152	94813
ERR294219	1206	106585
ERR294220	1172	96825
ERR294221	1167	96094
ERR294222	1141	94220
ERR294223	1170	93010
ERR294224	1134	93825
ERR294225	1180	97739
ERR294226	1045	93974
ERR294227	1156	96190
ERR294228	1109	97395
ERR294229	1146	93438
ERR294230	1128	96757
ERR294231	1137	104712
ERR294232	1163	111933
ERR294233	1118	103156
ERR294234	1143	110084
ERR294235	1028	96424
ERR294236	1141	99983
ERR294237	1139	108235
ERR294238	1110	95010
ERR294239	1084	99352
ERR294240	1134	97479
ERR294241	1627	192074
ERR294242	1099	111607
ERR294243	1133	109914
ERR294244	1099	108116
ERR294245	1104	80092
ERR294246	1136	99634
ERR294247	1064	101123
ERR294248	31806	3728673
ERR294249	1102	108144
ERR294250	1162	102827
ERR294251	1062	102707
ERR294252	996	107583
ERR294253	1191	94596
ERR294254	1107	102228
ERR294255	1140	98778
ERR294256	1065	96839
ERR294257	1048	105884
ERR294258	1028	99388
ERR294259	1067	108840
ERR294260	1131	99533
ERR294261	1164	92895
ERR294262	904	116851
ERR294263	1139	118706
ERR294264	1176	119005
ERR294265	1071	88628
ERR294266	35030	3927492
ERR294267	1121	121850
ERR294268	1122	101005
ERR294269	1077	97470
ERR294270	1044	103075
ERR294271	1007	107399
ERR294272	1105	91063
ERR294273	973	111261
ERR3063106	954	183990
ERR3063107	1046	108280
ERR3063108	1080	98859
ERR3063109	1083	93182
ERR3063110	1076	94906
ERR3063111	1008	131928
ERR3063112	920	251485
ERR3063113	991	144642
ERR3063114	1018	129067
ERR3063115	999	147817
ERR3063116	997	137657
ERR3063117	1011	132118
ERR3063118	1013	123419
ERR3063119	988	145451
ERR3063120	971	165031
ERR3063121	1011	128167
ERR3063122	974	166446
ERR3063123	999	132503
ERR3063124	990	156995
ERR3063125	979	150413
ERR3063126	962	179120
ERR3063127	1020	132919
ERR3063128	1039	116721
ERR3063129	1004	137491
ERR3063130	1026	134709
ERR3063131	1135	82889
ERR3063132	1117	85970
ERR3063133	1128	84301
ERR3063134	1110	93994
ERR3063135	1119	83841
ERR3063136	1142	79951
ERR323033	74351	3665467
ERR323034	1029	472020
ERR323035	80	4410522
ERR323036	35589	4004229
ERR323037	6525	4342096
ERR323038	68778	3717821
ERR323039	35104	3935514
ERR323040	74396	3669863
ERR323041	14641	3619438
ERR323042	1015	109659
ERR323043	51168	3791018
ERR323044	969	241610
ERR323045	10627	4206263
ERR323046	1162	108646
ERR323047	64036	3725331
ERR323048	103	4409375
ERR323049	1103	138632
ERR323050	1157	95726
ERR323051	1151	113262
ERR323052	1168	98886
ERR323053	30940	3954215
ERR323054	1011	266504
ERR323055	44822	3877674
ERR323056	998	191454
ERR323057	101	4410429
ERR323058	66783	3730984
ERR323059	1017	94013
ERR323060	69598	3707619
ERR323061	70	4410295
ERR323062	16933	4241261
ERR323063	71315	3694336
ERR323064	78102	3642669
ERR323065	1174	94064
ERR323066	10668	4259820
ERR323067	1021	150079
ERR323068	101	4410308
ERR323069	1048	137658
ERR323070	1077	139572
ERR323071	1070	141447
ERR323072	1100	140156
ERR323073	1052	137731
ERR323074	1164	94397
ERR323075	1024	108427
ERR323076	1111	84538
ERR323077	1062	94921
ERR323078	1063	144068
ERR323079	1234	108216
ERR323080	1065	138610
ERR323081	1087	135963
ERR323082	628	94261
ERR323083	1074	135953
ERR323084	1071	136223
ERR323085	12961	4270752
ERR323086	1068	137311
ERR323087	1045	145654
ERR323088	1085	98090
ERR323089	1047	140635
ERR323090	1062	139330
ERR323091	1078	140662
ERR323092	1247	107327
ERR323093	1195	114278
ERR323094	1064	135493
ERR323095	1027	141688
ERR323096	1060	139920
ERR323097	1161	98916
ERR323098	1029	147998
ERR323099	1166	92543
ERR323100	1015	94358
ERR323101	1063	138848
ERR323102	1062	135600
ERR323103	1085	98272
ERR323104	1064	136667
ERR323105	1090	104639
ERR323106	1118	118767
ERR323107	15009	4253836
ERR323108	20168	4191600
ERR323109	1040	141067
ERR323110	1015	106797
ERR323111	1190	109396
ERR323112	1044	104996
ERR323113	1077	136061
ERR323114	1052	139977
ERR323115	10805	4266175
ERR323116	1045	139087
ERR323117	1037	139111
ERR323118	1048	119137
ERR323119	1121	122530
ERR330650	1159	99590
ERR330651	1125	84111
ERR330652	198	88376
ERR330653	1113	100349
ERR330654	1049	100242
ERR330655	1045	103968
ERR330656	1142	103578
ERR330657	969	93079
ERR330658	1004	102292
ERR330659	1063	97514
ERR330660	1082	95797
ERR330661	1006	100905
ERR330662	1101	88881
ERR330663	1071	95328
ERR330664	1100	100550
ERR330665	648	92157
ERR330666	1132	107511
ERR330667	1127	100791
ERR330668	1081	102163
ERR330669	1077	97863
ERR330670	1053	101606
ERR330671	1151	95886
ERR330672	1151	118605
ERR330673	1009	102439
ERR330674	1046	101872
ERR330675	1042	139704
ERR330676	1060	101143
ERR330677	1073	96024
ERR330678	1045	100944
ERR330679	1148	91856
ERR330680	1091	81773
ERR330681	1091	100159
ERR330682	1079	101676
ERR330683	1008	102874
ERR330684	1111	85282
ERR330685	1032	112185
ERR330686	1189	109330
ERR330687	1086	91297
ERR330688	1139	119260
ERR330689	1039	102131
ERR330690	1058	99831
ERR330691	1051	111131
ERR330692	1022	113684
ERR330693	1119	115274
ERR330694	1142	104333
ERR330695	1163	108972
ERR330696	1063	102058
ERR330697	1023	100866
ERR330698	1079	93019
ERR330699	1130	94432
ERR330700	1063	134972
ERR330701	1027	113983
ERR330702	1039	137696
ERR330703	1109	83124
ERR330704	1048	106134
ERR330705	1115	99895
ERR330706	1070	104090
ERR330707	993	104733
ERR330708	1057	97292
ERR330709	1192	94255
ERR330710	1100	104328
ERR330711	1142	121536
ERR330712	1024	102575
ERR330713	675	120118
ERR330714	1059	103338
ERR330715	1147	104695
ERR330716	1141	107087
ERR330717	1153	96738
ERR330718	1128	93613
ERR330719	1142	94220
ERR330720	1168	99192
ERR330721	1132	100418
ERR330722	1176	98116
ERR330723	1623	189938
ERR330724	1137	95895
ERR330725	1131	98356
ERR330726	1119	92078
ERR330727	1124	93813
ERR330728	1151	95602
ERR330729	1107	100946
ERR330730	1139	95775
ERR330731	1141	99442
ERR330732	1035	106629
ERR330733	1212	104678
ERR330734	968	102217
ERR330735	1106	121853
ERR330736	1104	95914
ERR330737	829	112175
ERR330738	1030	115598
ERR330739	955	97765
ERR330740	891	117689
ERR330741	947	98699
ERR330742	1108	93780
ERR330743	1067	95338
ERR330744	1152	95883
ERR330745	1129	99294
ERR3340696	968	153748
ERR3340697	1034	119211
ERR3340698	1007	135809
ERR3340699	1038	167446
ERR3340700	935	161555
ERR3340701	1013	133056
ERR3340702	1059	153787
ERR3340703	1058	163042
ERR3340704	1011	123609
ERR3340705	1017	146060
ERR3340706	1046	163452
ERR3340707	986	117108
ERR3340708	1005	146448
ERR3340709	1104	140105
ERR3340710	415	126379
ERR3340711	953	151025
ERR3340712	967	141393
ERR3340713	940	162827
ERR3340714	967	130351
ERR3340715	1056	215380
ERR3340716	954	144083
ERR3340717	966	142484
ERR3340718	1009	136777
ERR3340719	1042	98835
ERR3340720	973	122613
ERR3340721	1130	121421
ERR3340722	1007	111362
ERR3340723	1099	142330
ERR3340724	954	149731
ERR3340725	1109	162537
ERR3340726	1051	157987
ERR3340727	1060	160254
ERR3340728	1019	144356
ERR3340729	1017	123681
ERR3340730	1018	106796
ERR3340731	976	119437
ERR3340732	412	118013
ERR3340733	1006	110554
ERR3340734	1135	119236
ERR3340735	997	145878
ERR3340736	963	145101
ERR3340737	973	130094
ERR3340738	1066	155645
ERR3340739	969	130398
ERR3340740	998	147389
ERR3340741	959	152402
ERR3340742	1011	107871
ERR3340743	957	145723
ERR3340744	1064	155611
ERR3340745	983	123383
ERR351845	1169	90152
ERR351846	1122	96390
ERR351847	1144	96114
ERR351848	0	4411532
ERR351849	1136	108266
ERR351850	1170	93786
ERR351851	1152	102125
ERR351852	1106	87277
ERR351853	1101	105159
ERR351854	1147	91855
ERR351855	1118	101860
ERR351856	1158	88645
ERR351857	1137	91794
ERR351858	1128	107911
ERR351859	1140	93546
ERR351860	1127	97458
ERR351861	1100	101843
ERR351862	1130	97024
ERR351863	1085	90083
ERR351864	1147	99763
ERR351865	1084	110828
ERR351866	1120	98188
ERR351867	1145	100530
ERR351868	1101	123755
ERR351869	1128	98180
ERR351870	1135	99493
ERR351871	1178	98217
ERR351872	1163	96122
ERR351873	1121	94336
ERR351874	1151	113951
ERR351875	1125	96591
ERR351876	1189	89730
ERR351877	1148	96373
ERR351878	1152	95614
ERR351879	1180	98093
ERR351880	1149	103766
ERR351881	1154	92696
ERR351882	992	104173
ERR351883	1107	106550
ERR351884	1642	178291
ERR351885	1128	98949
ERR351886	1063	96953
ERR351887	1174	92991
ERR351888	1122	105327
ERR351889	994	105041
ERR351890	1122	99546
ERR351891	1157	96715
ERR351892	1070	97925
ERR351893	1023	95444
ERR351894	1075	103901
ERR351895	1106	122736
ERR351896	1083	103011
ERR351897	1094	92498
ERR351898	1171	101493
ERR351899	1030	107206
ERR351900	1068	101916
ERR351901	1142	90886
ERR351902	1093	95368
ERR351903	1136	88445
ERR351904	1071	101381
ERR351905	1141	94915
ERR351906	1146	96975
ERR351907	1133	95172
ERR351908	1207	100380
ERR351909	1151	97973
ERR351910	1200	101129
ERR351911	1101	98967
ERR351912	1053	123211
ERR351913	924	181050
ERR351914	1162	94638
ERR351915	1172	99198
ERR351916	1139	94560
ERR351917	1034	94088
ERR351918	1159	90243
ERR351919	1067	97333
ERR351920	1119	115298
ERR351921	1165	96542
ERR351922	1141	122952
ERR351923	1084	84884
ERR351924	1072	99640
ERR351925	1043	89043
ERR351926	486	91051
ERR351927	1250	158548
ERR351928	1129	114023
ERR351929	1049	127803
ERR351930	1034	98744
ERR351931	1132	103958
ERR351932	1053	99390
ERR351933	1056	100904
ERR351934	1158	103343
ERR351935	1017	140311
ERR351936	1048	86237
ERR351937	1038	98703
ERR351938	1070	91284
ERR351939	1024	88000
ERR351940	1032	86484
ERR3559073	1014	260576
ERR3559074	1019	231916
ERR3559075	1030	219942
ERR3559076	1037	207377
ERR3559077	1029	208981
ERR3559078	1039	198801
ERR3559079	1041	196433
ERR3559080	1033	210367
ERR3559081	1019	250483
ERR3559082	1019	243903
ERR3559083	1027	222475
ERR3559084	1032	249905
ERR3559085	1021	238121
ERR3559086	1030	214176
ERR3559087	1040	202218
ERR3559088	1043	206201
ERR3559089	1031	211884
ERR3559090	1035	218223
ERR3559091	1016	249713
ERR3559092	1023	244324
ERR3559093	1034	210527
ERR3559094	1031	235701
ERR3559095	1015	266361
ERR3559096	1015	257117
ERR3559097	1019	248223
ERR3559098	1017	245652
ERR3559099	1037	208558
ERR3559100	1023	222867
ERR3559101	1020	248220
ERR3559102	1028	228765
ERR3559103	1015	244105
ERR3559104	1028	223975
ERR3559105	1043	223876
ERR3559106	1027	224654
ERR3559107	1025	215492
ERR3559108	1022	236498
ERR3559109	1022	231431
ERR3559110	1023	227394
ERR3559111	1035	207269
ERR3559112	1030	217582
ERR3559113	1030	217465
ERR3559114	1021	223345
ERR3559115	1037	212469
ERR3559116	1048	197527
ERR3559117	1039	216383
ERR3559118	1034	209553
ERR3559119	1031	215752
ERR3559120	1014	252420
ERR3559121	1139	153831
ERR3559122	1093	181915
ERR3559123	1121	160796
ERR3559124	1119	160460
ERR3559125	1114	168731
ERR3559126	1085	174764
ERR3559127	1125	152390
ERR3559128	1124	158380
ERR3559129	1115	159353
ERR3559130	1055	207562
ERR3559131	1120	160397
ERR3559132	1134	157730
ERR3559133	1126	158949
ERR3559134	1129	157986
ERR3559135	1117	168332
ERR3559136	1112	160599
ERR3559137	1121	158292
ERR3559138	1112	156957
ERR3559139	1149	138418
ERR3559140	1122	155086
ERR3559141	1123	156972
ERR3559142	1127	160896
ERR3559143	1123	156512
ERR3559144	1123	132562
ERR3559145	1184	116480
ERR3559146	1169	121651
ERR3559147	1178	116416
ERR3559148	1187	112873
ERR3559149	34	4144179
ERR3559150	1166	127270
ERR3559151	1137	129692
ERR3559152	1173	116514
ERR3559153	1105	174017
ERR3559154	1179	114285
ERR3559155	1166	116965
ERR3559156	1180	118948
ERR3559157	1150	121653
ERR3559158	1148	121596
ERR3559159	1183	115940
ERR3559160	1176	121042
ERR3559161	1145	126561
ERR3559162	1185	114408
ERR3559163	1132	165065
ERR3559164	1184	112305
ERR3559165	1150	128214
ERR3559166	1170	119851
ERR3559167	1143	128256
ERR3559168	1145	125587
ERR3559169	1123	162221
ERR3559170	1130	155930
ERR3559171	1097	169802
ERR3559172	1128	150145
ERR3559173	1133	145498
ERR3559174	1060	180878
ERR3559175	1069	172848
ERR3559176	1043	189589
ERR3559177	1073	174212
ERR3559178	1136	120457
ERR3559179	1091	160961
ERR3559180	1065	169256
ERR3559181	1063	172732
ERR3559182	1076	136020
ERR3559183	1079	169713
ERR3559184	1083	171431
ERR3559185	1086	158259
ERR3559186	1084	155048
ERR3559187	1104	131151
ERR3559188	1083	160040
ERR3559189	1111	132171
ERR3559190	1081	156878
ERR3559191	1067	183946
ERR3559192	1112	126370
ERR3559193	1054	198461
ERR3559194	1077	169239
ERR3559195	1068	167573
ERR3559196	1119	128082
ERR3559197	1118	120624
ERR3559198	1089	123848
ERR3559199	1107	137071
ERR3559200	1116	127318
ERR3559201	1106	126905
ERR3559202	1127	123135
ERR3559203	1120	122874
ERR3559204	1124	121866
ERR3559205	1144	117464
ERR3559206	1045	198426
ERR3559207	1135	120868
ERR3559208	1128	120616
ERR3559209	1157	120752
ERR3559210	1092	174526
ERR3559211	1122	129152
ERR3559212	1124	126335
ERR3559213	1076	154186
ERR3559214	1128	135710
ERR3559215	1078	139514
ERR3559216	1154	118229
ERR3559217	1087	135705
ERR3559218	1143	116721
ERR3559219	1096	137762
ERR3559220	1129	123017
ERR3559221	1088	135818
ERR3559222	1083	165534
ERR3559223	1092	127574
ERR3559224	1074	165990
ERR3559225	1087	162505
ERR3559226	1076	177859
ERR3559227	1071	187750
ERR3559228	1047	191062
ERR3559229	1072	195685
ERR3559230	1058	181033
ERR3559231	1076	171096
ERR3559232	1076	168151
ERR3559233	1094	158538
ERR3559234	1067	181826
ERR3559235	1076	165838
ERR3559236	1067	176253
ERR3559237	1064	176351
ERR3559238	1071	179602
ERR3559239	1053	179274
ERR3559240	1077	170878
ERR3559241	1080	169540
ERR3559242	0	4411465
ERR3559243	1064	165860
ERR3559244	1065	165876
ERR3559245	1063	184775
ERR3559246	1083	160906
ERR3559247	1088	144442
ERR3559248	1115	132733
ERR3559249	793	306456
ERR3559250	286	3105803
ERR3559251	1154	127790
ERR3559252	1110	135641
ERR3559253	1	4408616
ERR3559254	1099	141832
ERR3559255	1132	124322
ERR3559256	1035	230583
ERR3559257	1151	119786
ERR3559258	1150	121390
ERR3559259	1141	122168
ERR3559260	1148	116254
ERR3559261	1160	115665
ERR3559262	1132	124958
ERR3559263	1	4398800
ERR3559264	1151	115946
ERR3559265	1152	113747
ERR3559266	1144	117411
ERR3559267	1066	187387
ERR3559268	1140	122744
ERR3559269	1066	181015
ERR3559270	1089	175251
ERR3559271	1081	171386
ERR3559272	1062	171277
ERR3559273	1083	151574
ERR3559274	1028	105980
ERR3559275	1017	109061
ERR3559276	939	120999
ERR3559277	1033	101470
ERR3559278	1008	112444
ERR3559279	1039	104100
ERR3559280	1044	102812
ERR3559281	1024	113039
ERR3559282	1023	107773
ERR3559283	1021	107805
ERR3559284	1028	105980
ERR3559285	1032	126281
ERR3559286	1049	98652
ERR3559287	1018	107487
ERR3559288	468	353555
ERR3559289	1008	116648
ERR3559290	1042	98229
ERR3559291	798	369952
ERR3559292	1024	101925
ERR3559293	1018	110378
ERR3559294	1040	99574
ERR3559295	1016	110120
ERR3559296	1021	109750
ERR3559297	1032	101865
ERR3559298	1021	106770
ERR3559299	1015	109738
ERR3559300	989	119163
ERR3559301	1052	96556
ERR3559302	1049	94365
ERR3559303	324	1347026
ERR3559304	1012	113423
ERR3559305	1010	153946
ERR3559306	1016	112173
ERR3559307	1025	106138
ERR3559308	1170	117090
ERR3559309	1089	145945
ERR3559310	529	1616109
ERR3559311	1002	241917
ERR3559312	1059	283973
ERR3559313	1076	140916
ERR3559314	662	437299
ERR3559315	368	2829401
ERR3559316	1117	141838
ERR3559317	592	543392
ERR3559318	1170	114587
ERR3559319	1193	109238
ERR3559320	1170	116873
ERR3559321	1155	134349
ERR3559322	1148	123734
ERR3559323	1163	120035
ERR3559324	1169	118739
ERR3559325	1154	125446
ERR3559326	1157	119720
ERR3559327	1147	122110
ERR3559328	1168	114343
ERR3559329	1154	122243
ERR3559330	1151	122219
ERR3559331	1128	130904
ERR3559332	1169	118770
ERR3559333	1189	116183
ERR3559334	1138	130045
ERR3559335	1134	126594
ERR3559336	1160	133116
ERR3559337	1160	116874
ERR3559338	1133	132451
ERR3559339	1170	114599
ERR3559340	1137	125924
ERR3559341	1135	128749
ERR3559342	1173	111150
ERR3559343	1114	207707
ERR3559344	1132	132692
ERR3559345	1171	136764
ERR3559346	1151	117993
ERR3559347	1151	113385
ERR3559348	1141	124155
ERR3559349	1177	107864
ERR3559350	1133	124445
ERR3559351	1165	117288
ERR3559352	1203	111155
ERR3559353	1174	113064
ERR3559354	1180	119023
ERR3559355	1196	108256
ERR3559356	1186	109485
ERR3559357	1150	118217
ERR3559358	1182	106000
ERR3559359	1147	109473
ERR3559360	1162	107749
ERR3559361	1168	106255
ERR3559362	1172	106242
ERR3559363	1160	107589
ERR3559364	1154	111950
ERR3559365	1167	109281
ERR3559366	1160	107010
ERR3559367	1185	106802
ERR3559368	1164	110961
ERR3559369	1162	110698
ERR3559370	1189	106747
ERR3559371	1155	113724
ERR3559372	1197	106095
ERR3559373	1205	106159
ERR3559374	1190	103544
ERR3559375	1158	107385
ERR3559376	1134	123392
ERR3559377	1180	105473
ERR3559378	1190	106647
ERR3559379	1180	106842
ERR3559380	1119	112550
ERR3559381	1191	104835
ERR3559382	1175	106385
ERR3559383	1162	113354
ERR3559384	1180	108630
ERR3559385	1133	118274
ERR3559386	1148	117785
ERR3559387	1140	116862
ERR3559388	1162	111073
ERR3559389	1161	109286
ERR3559390	1160	107659
ERR3559391	1156	112496
ERR3559392	1198	105672
ERR3559393	1176	109591
ERR3559394	1155	109821
ERR3559395	1158	111587
ERR3559396	1168	110161
ERR3559397	1150	112339
ERR3559398	1141	115578
ERR3559399	1175	107833
ERR3559400	1149	117374
ERR3559401	1153	107378
ERR3559402	1159	112306
ERR3559403	1192	104356
ERR3559404	1190	106500
ERR3559405	1056	156357
ERR3559406	1153	112714
ERR3559407	1157	109926
ERR3559408	1157	126356
ERR3559409	1143	130973
ERR3559410	1143	128255
ERR3559411	1135	130153
ERR3559412	1171	121698
ERR3559413	1188	114837
ERR3559414	1169	122535
ERR3559415	1154	122456
ERR3559416	1163	121809
ERR3559417	1169	120774
ERR3559418	1174	119917
ERR3559419	1182	122976
ERR3559420	1162	124699
ERR3559421	1183	114947
ERR3559422	1191	113007
ERR3559423	1185	118854
ERR3559424	1192	115146
ERR3559425	1184	114055
ERR3559426	1165	132916
ERR3559427	1159	136943
ERR3559428	1151	126365
ERR3559429	1161	123571
ERR3559430	1195	115084
ERR3559431	1188	115956
ERR3559432	1163	124711
ERR3559433	1178	114418
ERR3559434	1177	118078
ERR3559435	1172	124119
ERR3559436	1172	124302
ERR3559437	1142	127577
ERR3559438	1188	111452
ERR3559439	1169	120611
ERR3559440	1163	120821
ERR3559441	1184	112242
ERR3559442	1150	126310
ERR3559443	1169	116670
ERR3559444	1165	120876
ERR3559445	1166	120290
ERR3559446	1166	120519
ERR3559447	1162	120975
ERR3559448	1164	123155
ERR3559449	1182	123620
ERR3559450	1149	138825
ERR3559451	1176	124736
ERR3559452	1179	119913
ERR3559453	1168	120593
ERR3559454	1175	117348
ERR3559455	1188	115351
ERR3559456	1174	121067
ERR3559457	1148	128791
ERR3559458	1189	111052
ERR3559459	1093	158983
ERR3559460	1144	145589
ERR3559461	1110	142731
ERR3559462	1178	113791
ERR3559463	1165	129636
ERR3559464	1163	120850
ERR3559465	1165	120000
ERR3559466	1166	120911
ERR3559467	1154	147734
ERR3559468	1074	178383
ERR3559469	1174	114432
ERR3559470	1167	115411
ERR3559471	1155	134702
ERR3559472	1161	120005
ERR3559473	1183	127756
ERR3559474	1180	112784
ERR3559475	1154	120459
ERR3559476	1124	144149
ERR3559477	1168	120251
ERR3559478	1074	141382
ERR3559479	1157	120294
ERR3559480	1059	141223
ERR3559481	1061	142577
ERR3559482	1135	131237
ERR3559483	1139	135493
ERR3559484	1159	115590
ERR3559485	1180	112083
ERR3559486	1105	138366
ERR3559487	1139	128424
ERR3559488	1125	153493
ERR3559489	1163	119681
ERR3559490	1136	117019
ERR3559491	1153	124952
ERR3559492	1138	138170
ERR3559493	1157	117436
ERR3559494	604	809739
ERR3559495	1137	122214
ERR3559496	1160	123280
ERR3559497	737	568789
ERR3559498	1152	118942
ERR3559499	293	2267987
ERR3559500	1130	132207
ERR3559501	1168	117218
ERR3559502	1164	118554
ERR3559503	1106	151711
ERR3559504	1158	115610
