strain_id	isolate_id
liu2020_J_lineage2.2.1_strain1	ERR3559412
liu2020_J_lineage2.2.1_strain1	ERR3559413
liu2020_J_lineage2.2.1_strain1	ERR3559414
liu2020_J_lineage2.2.1_strain1	ERR3559415
liu2020_J_lineage2.2.1_strain1	ERR3559416
liu2020_J_lineage2.2.1_strain1	ERR3559417
liu2020_J_lineage2.2.1_strain1	ERR3559418
liu2020_J_lineage2.2.1_strain1	ERR3559419
liu2020_J_lineage2.2.1_strain1	ERR3559420
liu2020_J_lineage2.2.1_strain1	ERR3559421
liu2020_J_lineage2.2.1_strain1	ERR3559422
liu2020_J_lineage2.2.1_strain1	ERR3559423
liu2020_J_lineage2.2.1_strain1	ERR3559424
liu2020_J_lineage2.2.1_strain1	ERR3559425
liu2020_J_lineage2.2.1_strain1	ERR3559426
liu2020_J_lineage2.2.1_strain1	ERR3559427
liu2020_J_lineage2.2.1_strain1	ERR3559428
liu2020_J_lineage2.2.1_strain1	ERR3559429
liu2020_J_lineage2.2.1_strain1	ERR3559430
liu2020_J_lineage2.2.1_strain1	ERR3559431
liu2020_J_lineage2.2.1_strain1	ERR3559432
liu2020_J_lineage2.2.1_strain1	ERR3559433
liu2020_J_lineage2.2.1_strain1	ERR3559434
liu2020_J_lineage2.2.1_strain1	ERR3559435
liu2020_J_lineage2.2.1_strain1	ERR3559436
liu2020_J_lineage2.2.1_strain1	ERR3559437
liu2020_J_lineage2.2.1_strain1	ERR3559438
liu2020_J_lineage2.2.1_strain1	ERR3559439
liu2020_J_lineage2.2.1_strain1	ERR3559440
liu2020_J_lineage2.2.1_strain1	ERR3559441
liu2020_J_lineage2.2.1_strain1	ERR3559442
liu2020_J_lineage2.2.1_strain1	ERR3559443
liu2020_J_lineage2.2.1_strain1	ERR3559444
liu2020_J_lineage2.2.1_strain1	ERR3559445
liu2020_J_lineage2.2.1_strain1	ERR3559446
liu2020_J_lineage2.2.1_strain1	ERR3559447
liu2020_J_lineage2.2.1_strain1	ERR3559448
liu2020_J_lineage2.2.1_strain1	ERR3559449
liu2020_J_lineage2.2.1_strain1	ERR3559450
liu2020_J_lineage2.2.1_strain1	ERR3559451
liu2020_J_lineage2.2.1_strain1	ERR3559452
liu2020_J_lineage2.2.1_strain1	ERR3559453
liu2020_J_lineage2.2.1_strain1	ERR3559454
liu2020_J_lineage2.2.1_strain1	ERR3559455
liu2020_J_lineage2.2.1_strain1	ERR3559456
liu2020_J_lineage2.2.1_strain1	ERR3559457
liu2020_K_lineage2.2.1_strain1	ERR3559458
liu2020_K_lineage2.2.1.1_strain2	ERR3559459
liu2020_K_lineage2.2.1_strain1	ERR3559460
liu2020_K_lineage2.2.1_strain1	ERR3559461
liu2020_K_lineage2.2.1_strain1	ERR3559462
liu2020_K_lineage2.2.1_strain1	ERR3559463
liu2020_K_lineage2.2.1_strain1	ERR3559464
liu2020_K_lineage2.2.1_strain1	ERR3559465
liu2020_K_lineage2.2.1_strain1	ERR3559466
liu2020_K_lineage2.2.1_strain1	ERR3559467
liu2020_K_lineage2.2.1_strain1	ERR3559468
liu2020_K_lineage2.2.1_strain1	ERR3559469
liu2020_K_lineage2.2.1_strain1	ERR3559470
liu2020_K_lineage2.2.1_strain1	ERR3559471
liu2020_K_lineage2.2.1_strain1	ERR3559472
liu2020_K_lineage2.2.1_strain1	ERR3559473
liu2020_K_lineage2.2.1_strain1	ERR3559474
liu2020_K_lineage2.2.1_strain1	ERR3559475
liu2020_K_lineage2.2.1_strain1	ERR3559476
liu2020_K_lineage2.2.1_strain1	ERR3559477
liu2020_K_lineage2.2.1.1_strain2	ERR3559478
liu2020_K_lineage2.2.1_strain1	ERR3559479
liu2020_K_lineage2.2.1_strain1	ERR3559480
liu2020_K_lineage2.2.1_strain1	ERR3559481
liu2020_K_lineage2.2.1_strain1	ERR3559482
liu2020_K_lineage2.2.1_strain1	ERR3559483
liu2020_K_lineage2.2.1_strain1	ERR3559484
liu2020_K_lineage2.2.1_strain1	ERR3559485
liu2020_K_lineage2.2.1_strain1	ERR3559486
liu2020_K_lineage2.2.1_strain1	ERR3559487
liu2020_K_lineage2.2.1_strain1	ERR3559488
liu2020_K_lineage2.2.1_strain1	ERR3559489
liu2020_K_lineage2.2.1_strain1	ERR3559490
liu2020_K_lineage2.2.1_strain1	ERR3559491
liu2020_K_lineage2.2.1_strain1	ERR3559492
liu2020_K_lineage2.2.1_strain1	ERR3559493
liu2020_K_lineage2.2.1_strain1	ERR3559495
liu2020_K_lineage2.2.1_strain1	ERR3559496
liu2020_K_lineage2.2.1_strain1	ERR3559498
liu2020_K_lineage2.2.1_strain1	ERR3559500
liu2020_K_lineage2.2.1_strain1	ERR3559501
liu2020_K_lineage2.2.1_strain1	ERR3559502
liu2020_K_lineage2.2.1_strain1	ERR3559503
liu2020_K_lineage2.2.1_strain1	ERR3559504
liu2020_K_lineage2.2.1_strain1	ERR3559505
liu2020_K_lineage2.2.1_strain1	ERR3559506
liu2020_K_lineage2.2.1_strain1	ERR3559507
liu2020_L_lineage2.2.1_strain1	ERR3559509
liu2020_L_lineage2.2.1_strain1	ERR3559510
liu2020_L_lineage2.2.1_strain1	ERR3559511
liu2020_L_lineage2.2.1_strain1	ERR3559512
liu2020_L_lineage2.2.1_strain1	ERR3559513
liu2020_L_lineage2.2.1_strain1	ERR3559514
liu2020_L_lineage2.2.1_strain1	ERR3559515
liu2020_L_lineage2.2.1_strain1	ERR3559516
liu2020_L_lineage2.2.1_strain1	ERR3559517
liu2020_L_lineage2.2.1_strain1	ERR3559518
liu2020_L_lineage2.2.1_strain1	ERR3559519
liu2020_L_lineage2.2.1_strain1	ERR3559520
liu2020_L_lineage2.2.1_strain1	ERR3559521
liu2020_L_lineage2.2.1_strain1	ERR3559522
liu2020_L_lineage2.2.1_strain1	ERR3559523
liu2020_L_lineage2.2.1_strain1	ERR3559524
liu2020_L_lineage2.2.1_strain1	ERR3559525
liu2020_L_lineage2.2.1_strain1	ERR3559526
liu2020_L_lineage2.2.1_strain1	ERR3559527
liu2020_L_lineage2.2.1_strain1	ERR3559528
liu2020_L_lineage2.2.1_strain1	ERR3559529
liu2020_L_lineage2.2.1_strain1	ERR3559530
liu2020_L_lineage2.2.1_strain1	ERR3559532
liu2020_L_lineage2.2.1_strain1	ERR3559534
liu2020_L_lineage2.2.1_strain1	ERR3559535
liu2020_L_lineage2.2.1_strain1	ERR3559536
liu2020_L_lineage2.2.1_strain1	ERR3559538
liu2020_L_lineage2.2.1_strain1	ERR3559539
liu2020_L_lineage2.2.1_strain1	ERR3559540
liu2020_L_lineage2.2.1_strain1	ERR3559541
liu2020_L_lineage2.2.1_strain1	ERR3559542
liu2020_L_lineage2.2.1_strain1	ERR3559543
liu2020_L_lineage2.2.1_strain1	ERR3559544
liu2020_L_lineage2.2.1_strain1	ERR3559546
liu2020_L_lineage2.2.1_strain1	ERR3559547
liu2020_L_lineage2.2.1_strain1	ERR3559548
liu2020_L_lineage2.2.1_strain1	ERR3559549
liu2020_L_lineage2.2.1_strain1	ERR3559550
liu2020_L_lineage2.2.1_strain1	ERR3559551
liu2020_L_lineage2.2.1_strain1	ERR3559552
liu2020_L_lineage2.2.1_strain1	ERR3559553
liu2020_L_lineage2.2.1_strain1	ERR3559555
liu2020_L_lineage2.2.1_strain1	ERR3559557
liu2020_M_lineage2.2.1_strain1	ERR3559558
liu2020_M_lineage2.2.1_strain1	ERR3559559
liu2020_M_lineage2.2.1_strain1	ERR3559560
liu2020_M_lineage2.2.1_strain1	ERR3559561
liu2020_M_lineage2.2.1_strain1	ERR3559562
liu2020_M_lineage2.2.1_strain1	ERR3559563
liu2020_M_lineage2.2.1_strain1	ERR3559564
liu2020_M_lineage2.2.1_strain1	ERR3559565
liu2020_M_lineage2.2.1_strain1	ERR3559566
liu2020_M_lineage2.2.1_strain1	ERR3559567
liu2020_M_lineage2.2.1_strain1	ERR3559568
liu2020_M_lineage2.2.1_strain1	ERR3559569
liu2020_M_lineage2.2.1_strain1	ERR3559570
liu2020_M_lineage2.2.1_strain1	ERR3559571
liu2020_M_lineage2.2.1_strain1	ERR3559572
liu2020_M_lineage2.2.1_strain1	ERR3559573
liu2020_M_lineage2.2.1_strain1	ERR3559574
liu2020_M_lineage2.2.1_strain1	ERR3559575
liu2020_M_lineage2.2.1_strain1	ERR3559577
liu2020_M_lineage2.2.1_strain1	ERR3559578
liu2020_M_lineage2.2.1_strain1	ERR3559579
liu2020_M_lineage2.2.1_strain1	ERR3559580
liu2020_M_lineage2.2.1_strain1	ERR3559581
liu2020_M_lineage2.2.1_strain1	ERR3559582
liu2020_M_lineage2.2.1_strain1	ERR3559583
liu2020_M_lineage2.2.1_strain1	ERR3559584
liu2020_M_lineage2.2.1_strain1	ERR3559585
liu2020_M_lineage2.2.1_strain1	ERR3559586
liu2020_M_lineage2.2.1_strain1	ERR3559587
liu2020_M_lineage2.2.1_strain1	ERR3559588
liu2020_M_lineage2.2.1_strain1	ERR3559589
liu2020_M_lineage2.2.1_strain1	ERR3559590
liu2020_M_lineage2.2.1_strain1	ERR3559591
liu2020_M_lineage2.2.1_strain1	ERR3559592
liu2020_M_lineage2.2.1_strain1	ERR3559593
liu2020_M_lineage2.2.1_strain1	ERR3559594
liu2020_M_lineage2.2.1_strain1	ERR3559595
liu2020_M_lineage2.2.1_strain1	ERR3559596
liu2020_M_lineage2.2.1_strain1	ERR3559597
liu2020_M_lineage2.2.1_strain1	ERR3559598
liu2020_M_lineage2.2.1_strain1	ERR3559599
liu2020_M_lineage2.2.1_strain1	ERR3559601
liu2020_M_lineage2.2.1_strain1	ERR3559602
liu2020_M_lineage2.2.1_strain1	ERR3559603
liu2020_M_lineage2.2.1_strain1	ERR3559604
liu2020_M_lineage2.2.1_strain1	ERR3559605
liu2020_M_lineage2.2.1_strain1	ERR3559606
liu2020_M_lineage2.2.1_strain1	ERR3559607
liu2020_O_lineage2.2.1_strain1	ERR3559609
liu2020_O_lineage2.2.1_strain1	ERR3559610
liu2020_O_lineage2.2.1_strain1	ERR3559611
liu2020_O_lineage2.2.1_strain1	ERR3559615
liu2020_O_lineage2.2.1_strain1	ERR3559616
liu2020_O_lineage2.2.1_strain1	ERR3559618
liu2020_O_lineage2.2.1_strain1	ERR3559619
liu2020_O_lineage2.2.1_strain1	ERR3559620
liu2020_O_lineage2.2.1_strain1	ERR3559621
liu2020_O_lineage2.2.1_strain1	ERR3559623
liu2020_O_lineage2.2.1_strain1	ERR3559625
liu2020_O_lineage2.2.1_strain1	ERR3559626
liu2020_O_lineage2.2.1_strain1	ERR3559627
liu2020_O_lineage2.2.1_strain1	ERR3559629
liu2020_O_lineage2.2.1_strain1	ERR3559630
liu2020_O_lineage2.2.1_strain1	ERR3559631
liu2020_O_lineage2.2.1_strain1	ERR3559632
liu2020_O_lineage2.2.1_strain1	ERR3559634
liu2020_O_lineage2.2.1_strain1	ERR3559636
liu2020_P_lineage2.2.1_strain1	ERR3559638
liu2020_P_lineage2.2.1_strain1	ERR3559639
liu2020_P_lineage2.2.1_strain1	ERR3559640
liu2020_P_lineage2.2.1_strain1	ERR3559641
liu2020_P_lineage2.2.1_strain1	ERR3559642
liu2020_P_lineage2.2.1_strain1	ERR3559643
liu2020_P_lineage2.2.1_strain1	ERR3559644
liu2020_P_lineage2.2.1_strain1	ERR3559645
liu2020_P_lineage2.2.1_strain1	ERR3559646
liu2020_P_lineage2.2.1_strain1	ERR3559647
liu2020_P_lineage2.2.1_strain1	ERR3559648
liu2020_P_lineage2.2.1_strain1	ERR3559649
liu2020_P_lineage2.2.1_strain1	ERR3559650
liu2020_P_lineage2.2.1_strain1	ERR3559651
liu2020_P_lineage2.2.1_strain1	ERR3559652
liu2020_P_lineage2.2.1_strain1	ERR3559653
liu2020_P_lineage2.2.1_strain1	ERR3559654
liu2020_P_lineage2.2.1_strain1	ERR3559655
liu2020_P_lineage2.2.1_strain1	ERR3559656
liu2020_P_lineage2.2.1_strain1	ERR3559657
liu2020_P_lineage2.2.1_strain1	ERR3559658
liu2020_P_lineage2.2.1_strain1	ERR3559659
liu2020_P_lineage2.2.1_strain1	ERR3559660
liu2020_P_lineage2.2.1_strain1	ERR3559661
liu2020_P_lineage2.2.1_strain1	ERR3559662
liu2020_P_lineage2.2.1_strain1	ERR3559663
liu2020_P_lineage2.2.1_strain1	ERR3559664
liu2020_P_lineage2.2.1_strain1	ERR3559665
liu2020_P_lineage2.2.1_strain1	ERR3559666
liu2020_P_lineage2.2.1_strain1	ERR3559667
liu2020_P_lineage2.2.1_strain1	ERR3559668
liu2020_P_lineage2.2.1_strain1	ERR3559669
liu2020_P_lineage2.2.1_strain1	ERR3559670
liu2020_P_lineage2.2.1_strain1	ERR3559671
liu2020_P_lineage2.2.1_strain1	ERR3559672
liu2020_P_lineage2.2.1_strain1	ERR3559673
liu2020_P_lineage2.2.1_strain1	ERR3559674
liu2020_P_lineage2.2.1_strain1	ERR3559675
liu2020_P_lineage2.2.1_strain1	ERR3559676
liu2020_P_lineage2.2.1_strain1	ERR3559677
liu2020_P_lineage2.2.1_strain1	ERR3559678
liu2020_P_lineage2.2.1_strain1	ERR3559679
liu2020_P_lineage2.2.1_strain1	ERR3559680
liu2020_P_lineage2.2.1_strain1	ERR3559681
liu2020_P_lineage2.2.1_strain1	ERR3559682
liu2020_P_lineage2.2.1_strain1	ERR3559683
liu2020_P_lineage2.2.1_strain1	ERR3559684
liu2020_P_lineage2.2.1_strain1	ERR3559685
liu2020_P_lineage2.2.1_strain1	ERR3559686
liu2020_Q_lineage2.2.1.1_strain1	ERR3559688
liu2020_Q_lineage2.2.1.1_strain1	ERR3559689
liu2020_Q_lineage2.2.1.1_strain1	ERR3559690
liu2020_Q_lineage2.2.1.1_strain1	ERR3559691
liu2020_Q_lineage2.2.1.1_strain1	ERR3559692
liu2020_Q_lineage2.2.1.1_strain1	ERR3559693
liu2020_Q_lineage2.2.1.1_strain1	ERR3559694
liu2020_Q_lineage2.2.1.1_strain1	ERR3559695
liu2020_Q_lineage2.2.1.1_strain1	ERR3559696
liu2020_Q_lineage2.2.1.1_strain1	ERR3559697
liu2020_Q_lineage2.2.1.1_strain1	ERR3559698
liu2020_Q_lineage2.2.1.1_strain1	ERR3559699
liu2020_Q_lineage2.2.1.1_strain1	ERR3559700
liu2020_Q_lineage2.2.1.1_strain1	ERR3559701
liu2020_Q_lineage2.2.1.1_strain1	ERR3559702
liu2020_Q_lineage2.2.1.1_strain1	ERR3559703
liu2020_Q_lineage2.2.1.1_strain1	ERR3559704
liu2020_Q_lineage2.2.1.1_strain1	ERR3559705
liu2020_Q_lineage2.2.1.1_strain1	ERR3559706
liu2020_Q_lineage2.2.1.1_strain1	ERR3559707
liu2020_Q_lineage2.2.1.1_strain1	ERR3559708
liu2020_Q_lineage2.2.1.1_strain1	ERR3559709
liu2020_Q_lineage2.2.1.1_strain1	ERR3559710
liu2020_Q_lineage2.2.1.1_strain1	ERR3559711
liu2020_Q_lineage2.2.1.1_strain1	ERR3559712
liu2020_Q_lineage2.2.1.1_strain1	ERR3559713
liu2020_Q_lineage2.2.1.1_strain1	ERR3559714
liu2020_Q_lineage2.2.1.1_strain1	ERR3559715
liu2020_Q_lineage2.2.1.1_strain1	ERR3559716
liu2020_Q_lineage2.2.1.1_strain1	ERR3559717
liu2020_Q_lineage2.2.1.1_strain1	ERR3559718
liu2020_Q_lineage2.2.1.1_strain1	ERR3559719
liu2020_Q_lineage2.2.1.1_strain1	ERR3559720
liu2020_Q_lineage2.2.1.1_strain1	ERR3559721
liu2020_Q_lineage2.2.1.1_strain1	ERR3559722
liu2020_Q_lineage2.2.1.1_strain1	ERR3559723
liu2020_Q_lineage2.2.1.1_strain1	ERR3559724
liu2020_Q_lineage2.2.1.1_strain1	ERR3559725
liu2020_Q_lineage2.2.1.1_strain1	ERR3559726
liu2020_Q_lineage2.2.1.1_strain1	ERR3559727
liu2020_Q_lineage2.2.1.1_strain1	ERR3559728
liu2020_Q_lineage2.2.1.1_strain1	ERR3559729
liu2020_Q_lineage2.2.1.1_strain1	ERR3559730
liu2020_Q_lineage2.2.1.1_strain1	ERR3559731
liu2020_Q_lineage2.2.1.1_strain1	ERR3559732
liu2020_Q_lineage2.2.1.1_strain1	ERR3559733
liu2020_Q_lineage2.2.1.1_strain1	ERR3559734
liu2020_Q_lineage2.2.1.1_strain1	ERR3559735
liu2020_Q_lineage2.2.1.1_strain1	ERR3559736
liu2020_R_lineage2.2.1.1_strain1	ERR3559738
liu2020_R_lineage2.2.1.1_strain1	ERR3559739
liu2020_R_lineage2.2.1.1_strain1	ERR3559740
liu2020_R_lineage2.2.1.1_strain1	ERR3559741
liu2020_R_lineage2.2.1.1_strain1	ERR3559742
liu2020_R_lineage2.2.1.1_strain1	ERR3559743
liu2020_R_lineage2.2.1.1_strain1	ERR3559744
liu2020_R_lineage2.2.1.1_strain1	ERR3559745
liu2020_R_lineage2.2.1.1_strain1	ERR3559746
liu2020_R_lineage2.2.1.1_strain1	ERR3559747
liu2020_R_lineage2.2.1.1_strain1	ERR3559748
liu2020_R_lineage2.2.1.1_strain1	ERR3559749
liu2020_R_lineage2.2.1.1_strain1	ERR3559750
liu2020_R_lineage2.2.1.1_strain1	ERR3559751
liu2020_R_lineage2.2.1.1_strain1	ERR3559752
liu2020_R_lineage2.2.1.1_strain1	ERR3559753
liu2020_R_lineage2.2.1.1_strain1	ERR3559754
liu2020_R_lineage2.2.1.1_strain1	ERR3559755
liu2020_R_lineage2.2.1.1_strain1	ERR3559756
liu2020_R_lineage2.2.1.1_strain1	ERR3559757
liu2020_R_lineage2.2.1.1_strain1	ERR3559758
liu2020_R_lineage2.2.1.1_strain1	ERR3559759
liu2020_R_lineage2.2.1.1_strain1	ERR3559760
liu2020_R_lineage2.2.1.1_strain1	ERR3559761
liu2020_R_lineage2.2.1.1_strain1	ERR3559762
liu2020_R_lineage2.2.1.1_strain1	ERR3559763
liu2020_R_lineage2.2.1.1_strain1	ERR3559764
liu2020_R_lineage2.2.1.1_strain1	ERR3559765
liu2020_R_lineage2.2.1.1_strain1	ERR3559766
liu2020_S_lineage2.2.1_strain1	ERR3559768
liu2020_S_lineage2.2.1_strain1	ERR3559769
liu2020_S_lineage2.2.1_strain1	ERR3559770
liu2020_S_lineage2.2.1_strain1	ERR3559771
liu2020_S_lineage2.2.1_strain1	ERR3559772
liu2020_S_lineage2.2.1_strain1	ERR3559773
liu2020_S_lineage2.2.1_strain1	ERR3559774
liu2020_S_lineage2.2.1_strain1	ERR3559775
liu2020_S_lineage2.2.1_strain1	ERR3559776
liu2020_S_lineage2.2.1_strain1	ERR3559777
liu2020_S_lineage2.2.1_strain1	ERR3559778
liu2020_S_lineage2.2.1_strain1	ERR3559779
liu2020_S_lineage2.2.1_strain1	ERR3559780
liu2020_S_lineage2.2.1_strain1	ERR3559781
liu2020_S_lineage2.2.1_strain1	ERR3559782
liu2020_S_lineage2.2.1_strain1	ERR3559783
liu2020_S_lineage2.2.1_strain1	ERR3559784
liu2020_S_lineage2.2.1_strain1	ERR3559785
liu2020_S_lineage2.2.1_strain1	ERR3559786
liu2020_S_lineage2.2.1_strain1	ERR3559787
liu2020_S_lineage2.2.1_strain1	ERR3559788
liu2020_S_lineage2.2.1_strain1	ERR3559789
liu2020_S_lineage2.2.1_strain1	ERR3559790
liu2020_S_lineage2.2.1_strain1	ERR3559791
liu2020_S_lineage2.2.1_strain1	ERR3559792
liu2020_S_lineage2.2.1_strain1	ERR3559793
liu2020_S_lineage2.2.1_strain1	ERR3559794
liu2020_S_lineage2.2.1_strain1	ERR3559795
liu2020_S_lineage2.2.1_strain1	ERR3559796
liu2020_S_lineage2.2.1_strain1	ERR3559797
liu2020_S_lineage2.2.1_strain1	ERR3559798
liu2020_S_lineage2.2.1_strain1	ERR3559799
liu2020_S_lineage2.2.1_strain1	ERR3559800
liu2020_S_lineage2.2.1_strain1	ERR3559801
liu2020_S_lineage2.2.1_strain1	ERR3559802
liu2020_S_lineage2.2.1_strain1	ERR3559803
liu2020_S_lineage2.2.1_strain1	ERR3559804
liu2020_S_lineage2.2.1_strain1	ERR3559805
liu2020_S_lineage2.2.1_strain1	ERR3559806
liu2020_S_lineage2.2.1_strain1	ERR3559807
liu2020_S_lineage2.2.1_strain1	ERR3559808
liu2020_S_lineage2.2.1_strain1	ERR3559809
liu2020_S_lineage2.2.1_strain1	ERR3559810
liu2020_S_lineage2.2.1_strain1	ERR3559811
liu2020_S_lineage2.2.1_strain1	ERR3559812
liu2020_S_lineage2.2.1_strain1	ERR3559813
liu2020_S_lineage2.2.1_strain1	ERR3559814
liu2020_S_lineage2.2.1_strain1	ERR3559815
liu2020_S_lineage2.2.1_strain1	ERR3559816
liu2020_T_lineage2.2.1_strain1	ERR3559818
liu2020_T_lineage2.2.1_strain1	ERR3559819
liu2020_T_lineage2.2.1_strain1	ERR3559820
liu2020_T_lineage2.2.1_strain1	ERR3559821
liu2020_T_lineage2.2.1_strain1	ERR3559822
liu2020_T_lineage2.2.1_strain1	ERR3559823
liu2020_T_lineage2.2.1_strain1	ERR3559824
liu2020_T_lineage2.2.1_strain1	ERR3559825
liu2020_T_lineage2.2.1_strain1	ERR3559826
liu2020_T_lineage2.2.1_strain1	ERR3559827
liu2020_T_lineage2.2.1_strain1	ERR3559828
liu2020_T_lineage2.2.1_strain1	ERR3559829
liu2020_T_lineage2.2.1_strain1	ERR3559830
liu2020_T_lineage2.2.1_strain1	ERR3559831
liu2020_T_lineage2.2.1_strain1	ERR3559832
liu2020_T_lineage2.2.1_strain1	ERR3559833
liu2020_T_lineage2.2.1_strain1	ERR3559834
liu2020_T_lineage2.2.1_strain1	ERR3559835
liu2020_T_lineage2.2.1_strain1	ERR3559836
liu2020_T_lineage2.2.1_strain1	ERR3559837
liu2020_T_lineage2.2.1_strain1	ERR3559838
liu2020_T_lineage2.2.1_strain1	ERR3559839
liu2020_T_lineage2.2.1_strain1	ERR3559840
liu2020_T_lineage2.2.1_strain1	ERR3559841
liu2020_T_lineage2.2.1_strain1	ERR3559842
liu2020_T_lineage2.2.1_strain1	ERR3559843
liu2020_T_lineage2.2.1_strain1	ERR3559844
liu2020_T_lineage2.2.1_strain1	ERR3559845
liu2020_T_lineage2.2.1_strain1	ERR3559846
liu2020_T_lineage2.2.1_strain1	ERR3559847
liu2020_T_lineage2.2.1_strain1	ERR3559848
liu2020_T_lineage2.2.1_strain1	ERR3559849
liu2020_T_lineage2.2.1_strain1	ERR3559850
liu2020_T_lineage2.2.1_strain1	ERR3559851
liu2020_T_lineage2.2.1_strain1	ERR3559852
liu2020_T_lineage2.2.1_strain1	ERR3559853
liu2020_T_lineage2.2.1_strain1	ERR3559854
liu2020_T_lineage2.2.1_strain1	ERR3559855
liu2020_T_lineage2.2.1_strain1	ERR3559856
liu2020_T_lineage2.2.1_strain1	ERR3559857
liu2020_T_lineage2.2.1_strain1	ERR3559858
liu2020_T_lineage2.2.1_strain1	ERR3559859
liu2020_T_lineage2.2.1_strain1	ERR3559860
liu2020_T_lineage2.2.1_strain1	ERR3559861
liu2020_T_lineage2.2.1_strain1	ERR3559862
liu2020_T_lineage2.2.1_strain1	ERR3559863
liu2020_T_lineage2.2.1_strain1	ERR3559864
liu2020_T_lineage2.2.1_strain1	ERR3559865
liu2020_T_lineage2.2.1_strain1	ERR3559866
martin2018_patientA_lineage2.2.1_strain1	SRR6397471
martin2018_patientA_lineage2.2.1_strain1	SRR6397708
martin2018_patientA_lineage2.2.1_strain1	SRR6397730
merker2013_B_lineage2.2.1_strain1	SRR611415
merker2013_B_lineage2.2.1_strain1	SRR611416
merker2013_B_lineage2.2.1_strain1	SRR611417
merker2013_C_lineage2.2.1_strain1	SRR611419
merker2013_C_lineage2.2.1_strain1	SRR611420
mokrousov2020_patient10_lineage2.2.1_strain1	SRR11871427
mokrousov2020_patient10_lineage2.2.1_strain1	SRR11871436
mokrousov2020_patient10_lineage2.2.1_strain1	SRR11871440
mokrousov2020_patient2_lineage2.2.1_strain1	SRR11871430
mokrousov2020_patient2_lineage2.2.1_strain1	SRR11871438
mokrousov2020_patient2_lineage2.2.1_strain1	SRR11871441
mokrousov2020_patient3_lineage2.2.1_strain1	SRR11871424
mokrousov2020_patient5_lineage2.2.1_strain1	SRR11871410
mokrousov2020_patient5_lineage2.2.1_strain1	SRR11871425
mokrousov2020_patient5_lineage2.2.1_strain1	SRR11871431
nimmo2020_K0009_lineage2.2.1_strain1	SRR10315483
nimmo2020_K0010_lineage2.2.1_strain1	SRR10315478
nimmo2020_K0025_lineage2.2.1_strain1	SRR10315467
nimmo2020_K0025_lineage2.2.1_strain1	SRR10315468
nimmo2020_K0042_lineage2.2.1_strain1	SRR10315708
nimmo2020_K0060_lineage2.2.1_strain1	SRR10315680
nimmo2020_K0060_lineage2.2.1_strain1	SRR10315681
nimmo2020_K0060_lineage2.2.1_strain1	SRR11349165
nimmo2020_K0061_lineage2.2.1_strain1	SRR10315746
nimmo2020_K0061_lineage2.2.1_strain1	SRR10315747
nimmo2020_K0061_lineage2.2.1_strain1	SRR10315748
nimmo2020_K0062_lineage2.2.1.1_strain1	SRR10315744
nimmo2020_K0062_lineage2.2.1.1_strain1	SRR10315745
nimmo2020_K0063_lineage2.2.1.1_strain1	SRR10315743
nimmo2020_K0064_lineage2.2.1_strain1	SRR10315738
nimmo2020_K0064_lineage2.2.1_strain1	SRR10315740
nimmo2020_K0064_lineage2.2.1_strain1	SRR10315742
nimmo2020_K0064_lineage2.2.1_strain1	SRR11349163
nimmo2020_K0065_lineage2.2.1_strain1	SRR11349162
nimmo2020_K0071_lineage2.2.2_strain1	SRR10315729
nimmo2020_K0079_lineage2.2.1_strain1	SRR10315674
nimmo2020_K0079_lineage2.2.1_strain1	SRR10315675
nimmo2020_P0040_lineage2.2.2_strain1	SRR10315626
nimmo2020_P0072_lineage2.2.2_strain1	SRR10315619
nimmo2020_P0082_lineage2.2.2_strain1	SRR10315507
nimmo2020_P0082_lineage2.2.2_strain1	SRR10315614
nimmo2020_P0082_lineage2.2.2_strain1	SRR10315615
nimmo2020_P0082_lineage2.2.2_strain1	SRR9971019
nimmo2020_P0082_lineage2.2.2_strain1	SRR9971143
nimmo2020_P0082_lineage2.2.2_strain1	SRR9971254
nimmo2020_P0176_lineage2.2.2_strain1	SRR10315593
nimmo2020_P0176_lineage2.2.2_strain1	SRR10315594
nimmo2020_P0176_lineage2.2.2_strain1	SRR10315595
nimmo2020_P0179_lineage2.2.2_strain1	SRR10315592
nimmo2020_P0200_lineage2.2.2_strain1	SRR10315591
nimmo2020_P0200_lineage2.2.2_strain1	SRR11349170
nimmo2020_P3418_lineage2.2.1_strain1	SRR10315588
nimmo2020_P3524_lineage2.2.2_strain1	SRR10315495
nimmo2020_P3524_lineage2.2.2_strain1	SRR10315496
nimmo2020_P3524_lineage2.2.2_strain1	SRR9971062
nimmo2020_P3524_lineage2.2.2_strain1	SRR9971117
nimmo2020_R0036_lineage2.2.1_strain1	SRR10315562
nimmo2020_R0036_lineage2.2.1_strain1	SRR10315563
nimmo2020_R0040_lineage2.2.1_strain1	SRR10315559
nimmo2020_R0055_lineage2.2.1_strain1	SRR10315550
nimmo2020_R0057_lineage2.2.1_strain1	SRR10315548
nimmo2020_R0057_lineage2.2.1_strain1	SRR10315549
nimmo2020_R0061_lineage2.2.1_strain1	SRR10315545
nimmo2020_R0061_lineage2.2.1_strain1	SRR10315546
nimmo2020_R0075_lineage2.2.1_strain1	SRR10315539
nimmo2020_R0091_lineage2.2.1_strain1	SRR10315527
nimmo2020_R0092_lineage2.2.1_strain1	SRR10315526
nimmo2020_R0094_lineage2.2.1_strain1	SRR10315524
nimmo2020_R0094_lineage2.2.1_strain1	SRR10315525
